id,R1-DP,R1-INT,R1-PRESORT,R1-SP,R2-DP,R2-INT,R2-PRESORT,R2-SP
ENSE00001259657 chr17:74393845-74394014 strand=-1 len=35.90.45 ccds=CCDS32742.1,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
ENSE00001260272 chr16:84495279-84495448 strand=1 len=41.99.30 ccds=CCDS42207.1,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0
ENSE00001260300 chr11:12886326-12886495 strand=1 len=59.63.48 ccds=CCDS7810.1,40.0,13.0,92.0,110.0,3.0,1.0,80.0,97.0
ENSE00001260447 chr8:87623778-87623947 strand=-1 len=38.84.48 ccds=CCDS6244.1,5.0,14.0,41.0,61.0,0.0,5.0,21.0,66.0
"ENSE00001260653 chr8:87543330-87543499 strand=1 len=53.75.42 ccds=CCDS6243.1,CCDS6243.1",40.0,188.0,117.0,88.0,10.0,2.0,29.0,1.0
ENSE00001261509 chr1:108311018-108311187 strand=-1 len=45.69.56 ccds=CCDS785.1,0.0,50.0,11.0,0.0,0.0,10.0,3.0,0.0
ENSE00001261853 chr8:87163642-87163811 strand=1 len=53.75.42 ccds=CCDS6241.1,0.0,0.0,8.0,18.0,0.0,1.0,5.0,27.0
ENSE00001261985 chr10:71974220-71974389 strand=-1 len=36.87.47 ccds=CCDS7299.1,150.0,1014.0,206.0,67.0,99.0,522.0,202.0,66.0
"ENSE00001262032 chr10:115368143-115368312 strand=-1 len=30.99.41 ccds=CCDS7578.1,CCDS7579.1",174.0,118.0,127.0,29.0,32.0,16.0,32.0,4.0
"ENSE00001262060 chr17:79059400-79059569 strand=1 len=54.72.44 ccds=CCDS11777.1,CCDS11776.1,CCDS45806.1,CCDS11775.1",0.0,209.0,37.0,76.0,18.0,71.0,37.0,64.0
"ENSE00001262635 chr10:115356815-115356984 strand=-1 len=30.99.41 ccds=CCDS7578.1,CCDS7579.1",6.0,0.0,0.0,19.0,0.0,0.0,27.0,13.0
ENSE00001262752 chr8:86180072-86180241 strand=1 len=59.63.48 ccds=CCDS6236.1,0.0,0.0,14.0,0.0,0.0,12.0,27.0,98.0
ENSE00001263069 chr8:1841684-1841853 strand=1 len=51.78.41 ccds=CCDS34794.1,6.0,0.0,18.0,10.0,0.0,6.0,6.0,42.0
ENSE00001263108 chr15:90346423-90346592 strand=-1 len=47.66.57 ccds=CCDS10356.1,2.0,191.0,46.0,10.0,8.0,65.0,21.0,0.0
"ENSE00001263141 chr11:836716-836885 strand=1 len=53.75.42 ccds=CCDS7719.1,CCDS7719.1,CCDS7719.1,CCDS7719.1",86.0,0.0,10.0,0.0,13.0,0.0,10.0,0.0
ENSE00001263226 chr1:26075696-26075865 strand=1 len=50.81.39 ccds=CCDS265.1,1.0,3.0,118.0,277.0,8.0,16.0,167.0,166.0
ENSE00001263356 chr9:117045926-117046095 strand=1 len=63.54.53 ccds=CCDS6802.1,345.0,15.0,167.0,0.0,188.0,1.0,27.0,0.0
ENSE00001263408 chrX:79940919-79941088 strand=-1 len=42.75.53 ccds=CCDS14447.1,58.0,22.0,191.0,347.0,6.0,9.0,83.0,201.0
ENSE00001263427 chr9:117026572-117026741 strand=1 len=63.54.53 ccds=CCDS6802.1,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
ENSE00001263608 chr9:117028782-117028951 strand=1 len=63.54.53 ccds=CCDS6802.1,0.0,32.0,3.0,0.0,3.0,24.0,1.0,0.0
"ENSE00001263621 chr5:54468368-54468537 strand=-1 len=48.63.59 ccds=CCDS3966.1,CCDS47207.1",5.0,104.0,60.0,104.0,2.0,11.0,66.0,117.0
ENSE00001263714 chr18:51880819-51880988 strand=-1 len=35.90.45 ccds=CCDS11955.1,243.0,0.0,64.0,0.0,358.0,0.0,115.0,16.0
ENSE00001263855 chr10:332171-332340 strand=-1 len=42.75.53 ccds=CCDS7054.1,0.0,0.0,14.0,10.0,0.0,7.0,5.0,8.0
ENSE00001264168 chr9:37349312-37349481 strand=1 len=42.96.32 ccds=CCDS6608.2,0.0,5.0,75.0,166.0,0.0,5.0,20.0,1.0
ENSE00001264306 chr4:71464007-71464176 strand=1 len=66.48.56 ccds=CCDS3543.1,0.0,0.0,16.0,22.0,0.0,0.0,15.0,8.0
ENSE00001264314 chr4:71462651-71462820 strand=1 len=65.51.54 ccds=CCDS3543.1,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00001264396 chr11:12270672-12270841 strand=1 len=59.63.48 ccds=CCDS7809.1,0.0,1.0,99.0,129.0,8.0,2.0,7.0,7.0
ENSE00001264741 chr17:34191199-34191368 strand=-1 len=51.57.62 ccds=CCDS11299.1,157.0,3.0,55.0,0.0,20.0,0.0,7.0,0.0
"ENSE00001264982 chr19:50207916-50208085 strand=1 len=51.78.41 ccds=CCDS46147.1,CCDS12779.1,CCDS12779.1",109.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0
ENSE00001265110 chr8:101589196-101589365 strand=-1 len=51.57.62 ccds=CCDS6288.1,263.0,0.0,47.0,0.0,93.0,0.0,28.0,0.0
ENSE00001265417 chr9:129246192-129246361 strand=1 len=60.60.50 ccds=CCDS35142.1,1.0,7.0,17.0,37.0,0.0,0.0,0.0,8.0
"ENSE00001265619 chr11:59945682-59945851 strand=-1 len=51.57.62 ccds=CCDS44615.1,CCDS7981.1,CCDS44616.1,CCDS7981.1",0.0,0.0,42.0,39.0,2.0,49.0,14.0,25.0
ENSE00001265858 chr16:67473136-67473305 strand=-1 len=41.78.51 ccds=CCDS10838.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSE00001265862 chr12:57926707-57926876 strand=-1 len=60.39.71 ccds=CCDS44930.1,0.0,0.0,13.0,75.0,0.0,0.0,15.0,72.0
ENSE00001265869 chr12:57926974-57927143 strand=-1 len=47.66.57 ccds=CCDS44930.1,604.0,0.0,165.0,1.0,476.0,26.0,232.0,1.0
ENSE00001265880 chr22:26106993-26107162 strand=1 len=42.96.32 ccds=CCDS13832.1,37.0,30.0,262.0,401.0,43.0,22.0,284.0,500.0
ENSE00001265894 chr12:57928809-57928978 strand=-1 len=30.99.41 ccds=CCDS44930.1,2.0,23.0,42.0,96.0,1.0,1.0,52.0,30.0
"ENSE00001266026 chr2:219871130-219871299 strand=-1 len=57.45.68 ccds=CCDS2430.2,CCDS2430.2,CCDS2430.2",13.0,1.0,193.0,551.0,32.0,0.0,175.0,241.0
"ENSE00001266698 chr19:1418608-1418777 strand=1 len=57.66.47 ccds=CCDS12066.1,CCDS12065.1",19.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0
ENSE00001266914 chr8:39521272-39521441 strand=1 len=42.96.32 ccds=CCDS6113.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSE00001267183 chr17:78970750-78970919 strand=1 len=57.66.47 ccds=CCDS11774.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSE00001267186 chr17:78969425-78969594 strand=1 len=47.87.36 ccds=CCDS11774.1,0.0,0.0,44.0,86.0,0.0,3.0,41.0,56.0
ENSE00001267226 chr11:212374-212543 strand=1 len=42.96.32 ccds=CCDS7690.1,5.0,0.0,3.0,0.0,15.0,0.0,8.0,0.0
ENSE00001267283 chr10:70360675-70360844 strand=1 len=63.54.53 ccds=CCDS7281.1,20.0,0.0,75.0,223.0,0.0,1.0,23.0,40.0
ENSE00001267798 chr12:53579126-53579295 strand=1 len=45.90.35 ccds=CCDS44896.1,0.0,168.0,4.0,1.0,20.0,53.0,42.0,19.0
"ENSE00001267864 chr1:17736429-17736598 strand=-1 len=41.78.51 ccds=CCDS181.1,CCDS181.1",0.0,0.0,3.0,25.0,14.0,0.0,28.0,40.0
"ENSE00001268021 chr15:89020163-89020332 strand=1 len=57.66.47 ccds=CCDS10343.1,CCDS10342.1",1.0,0.0,18.0,42.0,0.0,4.0,36.0,74.0
ENSE00001268199 chr5:41018408-41018577 strand=-1 len=35.90.45 ccds=CCDS47202.1,25.0,2.0,129.0,336.0,2.0,0.0,100.0,200.0
ENSE00001268223 chrX:15826285-15826454 strand=1 len=71.39.60 ccds=CCDS14172.1,340.0,10.0,94.0,0.0,223.0,1.0,66.0,1.0
ENSE00001268301 chr17:7246957-7247126 strand=1 len=68.45.57 ccds=CCDS11101.1,10.0,0.0,8.0,0.0,37.0,0.0,37.0,0.0
ENSE00001268391 chr5:41018761-41018930 strand=-1 len=32.96.42 ccds=CCDS47202.1,0.0,4.0,38.0,92.0,1.0,0.0,168.0,342.0
ENSE00001268619 chr15:43348512-43348681 strand=-1 len=30.99.41 ccds=CCDS10091.1,158.0,302.0,419.0,899.0,89.0,91.0,546.0,856.0
ENSE00001268619_001 mut chr15:43348512-43348681 strand=-1 len=30.99.41,0.0,0.0,31.0,71.0,0.0,6.0,40.0,169.0
ENSE00001268619_002 mut chr15:43348512-43348681 strand=-1 len=30.99.41,31.0,48.0,68.0,333.0,19.0,6.0,76.0,198.0
ENSE00001268619_003 mut chr15:43348512-43348681 strand=-1 len=30.99.41,4.0,30.0,48.0,36.0,3.0,17.0,86.0,119.0
ENSE00001268619_004 mut chr15:43348512-43348681 strand=-1 len=30.99.41,3.0,26.0,33.0,96.0,12.0,11.0,19.0,51.0
ENSE00001268619_005 mut chr15:43348512-43348681 strand=-1 len=30.99.41,100.0,42.0,139.0,169.0,40.0,0.0,96.0,211.0
ENSE00001268619_006 mut chr15:43348512-43348681 strand=-1 len=30.99.41,21.0,0.0,36.0,55.0,4.0,0.0,21.0,49.0
ENSE00001268619_007 mut chr15:43348512-43348681 strand=-1 len=30.99.41,8.0,7.0,7.0,25.0,17.0,0.0,16.0,38.0
ENSE00001268619_008 mut chr15:43348512-43348681 strand=-1 len=30.99.41,25.0,32.0,121.0,256.0,0.0,42.0,63.0,169.0
ENSE00001268619_009 mut chr15:43348512-43348681 strand=-1 len=30.99.41,4.0,28.0,127.0,269.0,11.0,46.0,187.0,242.0
ENSE00001268619_010 mut chr15:43348512-43348681 strand=-1 len=30.99.41,1.0,0.0,128.0,221.0,18.0,11.0,85.0,110.0
ENSE00001268619_011 mut chr15:43348512-43348681 strand=-1 len=30.99.41,0.0,10.0,103.0,278.0,15.0,19.0,182.0,213.0
ENSE00001268619_012 mut chr15:43348512-43348681 strand=-1 len=30.99.41,572.0,2.0,143.0,8.0,125.0,16.0,98.0,0.0
ENSE00001268619_013 mut chr15:43348512-43348681 strand=-1 len=30.99.41,207.0,28.0,76.0,4.0,102.0,0.0,46.0,1.0
ENSE00001268619_014 mut chr15:43348512-43348681 strand=-1 len=30.99.41,36.0,21.0,131.0,385.0,44.0,27.0,176.0,220.0
ENSE00001268619_015 mut chr15:43348512-43348681 strand=-1 len=30.99.41,16.0,33.0,98.0,259.0,12.0,8.0,138.0,291.0
ENSE00001268619_016 mut chr15:43348512-43348681 strand=-1 len=30.99.41,69.0,54.0,224.0,436.0,61.0,20.0,368.0,436.0
ENSE00001268619_017 mut chr15:43348512-43348681 strand=-1 len=30.99.41,3.0,20.0,111.0,199.0,17.0,19.0,96.0,290.0
ENSE00001268619_018 mut chr15:43348512-43348681 strand=-1 len=30.99.41,49.0,65.0,309.0,748.0,33.0,74.0,246.0,468.0
ENSE00001268619_019 mut chr15:43348512-43348681 strand=-1 len=30.99.41,16.0,57.0,210.0,470.0,15.0,58.0,199.0,383.0
ENSE00001268619_020 mut chr15:43348512-43348681 strand=-1 len=30.99.41,41.0,29.0,237.0,529.0,5.0,10.0,140.0,281.0
ENSE00001268619_021 mut chr15:43348512-43348681 strand=-1 len=30.99.41,2.0,2.0,119.0,151.0,26.0,0.0,95.0,126.0
ENSE00001268619_022 mut chr15:43348512-43348681 strand=-1 len=30.99.41,97.0,355.0,63.0,3.0,1.0,57.0,28.0,0.0
ENSE00001268619_023 mut chr15:43348512-43348681 strand=-1 len=30.99.41,96.0,9.0,34.0,3.0,84.0,3.0,28.0,15.0
ENSE00001268619_024 mut chr15:43348512-43348681 strand=-1 len=30.99.41,12.0,8.0,40.0,82.0,4.0,9.0,30.0,113.0
ENSE00001268619_025 mut chr15:43348512-43348681 strand=-1 len=30.99.41,8.0,25.0,65.0,196.0,8.0,9.0,154.0,252.0
ENSE00001268619_026 mut chr15:43348512-43348681 strand=-1 len=30.99.41,0.0,1.0,94.0,161.0,9.0,3.0,72.0,175.0
ENSE00001268619_027 mut chr15:43348512-43348681 strand=-1 len=30.99.41,363.0,0.0,52.0,6.0,125.0,17.0,85.0,17.0
ENSE00001268619_028 mut chr15:43348512-43348681 strand=-1 len=30.99.41,61.0,15.0,135.0,287.0,18.0,0.0,137.0,277.0
ENSE00001268619_029 mut chr15:43348512-43348681 strand=-1 len=30.99.41,20.0,41.0,98.0,217.0,36.0,14.0,105.0,211.0
ENSE00001268619_030 mut chr15:43348512-43348681 strand=-1 len=30.99.41,26.0,177.0,109.0,204.0,15.0,5.0,115.0,179.0
ENSE00001268619_031 mut chr15:43348512-43348681 strand=-1 len=30.99.41,48.0,0.0,18.0,39.0,101.0,34.0,232.0,300.0
ENSE00001268619_032 mut chr15:43348512-43348681 strand=-1 len=30.99.41,0.0,5.0,239.0,396.0,13.0,5.0,60.0,156.0
ENSE00001268619_033 mut chr15:43348512-43348681 strand=-1 len=30.99.41,232.0,0.0,71.0,0.0,148.0,0.0,50.0,3.0
ENSE00001268619_034 mut chr15:43348512-43348681 strand=-1 len=30.99.41,60.0,8.0,63.0,140.0,18.0,44.0,129.0,139.0
ENSE00001268619_035 mut chr15:43348512-43348681 strand=-1 len=30.99.41,45.0,625.0,116.0,17.0,3.0,398.0,79.0,16.0
ENSE00001268619_036 mut chr15:43348512-43348681 strand=-1 len=30.99.41,20.0,12.0,39.0,62.0,10.0,0.0,37.0,39.0
ENSE00001268619_037 mut chr15:43348512-43348681 strand=-1 len=30.99.41,11.0,20.0,53.0,123.0,9.0,1.0,67.0,83.0
ENSE00001268619_039 mut chr15:43348512-43348681 strand=-1 len=30.99.41,267.0,0.0,60.0,0.0,444.0,0.0,168.0,7.0
ENSE00001268619_040 mut chr15:43348512-43348681 strand=-1 len=30.99.41,40.0,17.0,37.0,75.0,6.0,0.0,100.0,114.0
ENSE00001268619_041 mut chr15:43348512-43348681 strand=-1 len=30.99.41,11.0,9.0,28.0,28.0,7.0,18.0,35.0,47.0
ENSE00001268619_042 mut chr15:43348512-43348681 strand=-1 len=30.99.41,39.0,31.0,164.0,283.0,1.0,0.0,32.0,86.0
ENSE00001268619_043 mut chr15:43348512-43348681 strand=-1 len=30.99.41,486.0,0.0,57.0,8.0,450.0,12.0,221.0,28.0
ENSE00001268619_044 mut chr15:43348512-43348681 strand=-1 len=30.99.41,180.0,1.0,29.0,4.0,138.0,3.0,46.0,0.0
ENSE00001268619_045 mut chr15:43348512-43348681 strand=-1 len=30.99.41,26.0,0.0,0.0,0.0,28.0,0.0,3.0,0.0
ENSE00001268619_046 mut chr15:43348512-43348681 strand=-1 len=30.99.41,200.0,118.0,112.0,11.0,76.0,5.0,18.0,0.0
ENSE00001268619_047 mut chr15:43348512-43348681 strand=-1 len=30.99.41,16.0,5.0,84.0,152.0,76.0,16.0,89.0,174.0
ENSE00001268619_048 mut chr15:43348512-43348681 strand=-1 len=30.99.41,22.0,0.0,39.0,109.0,0.0,0.0,3.0,39.0
ENSE00001268619_049 mut chr15:43348512-43348681 strand=-1 len=30.99.41,1.0,0.0,44.0,93.0,2.0,43.0,79.0,274.0
ENSE00001268619_050 mut chr15:43348512-43348681 strand=-1 len=30.99.41,21.0,22.0,197.0,293.0,7.0,12.0,95.0,138.0
ENSE00001268619_051 mut chr15:43348512-43348681 strand=-1 len=30.99.41,175.0,0.0,39.0,0.0,46.0,1.0,37.0,0.0
ENSE00001268619_052 mut chr15:43348512-43348681 strand=-1 len=30.99.41,0.0,0.0,0.0,1.0,17.0,0.0,22.0,29.0
ENSE00001268619_053 mut chr15:43348512-43348681 strand=-1 len=30.99.41,8.0,837.0,57.0,79.0,5.0,208.0,49.0,6.0
ENSE00001268619_054 mut chr15:43348512-43348681 strand=-1 len=30.99.41,6.0,20.0,87.0,260.0,11.0,27.0,18.0,95.0
ENSE00001268619_055 mut chr15:43348512-43348681 strand=-1 len=30.99.41,26.0,32.0,168.0,372.0,0.0,35.0,97.0,179.0
ENSE00001268619_056 mut chr15:43348512-43348681 strand=-1 len=30.99.41,6.0,81.0,24.0,60.0,0.0,11.0,10.0,33.0
ENSE00001268619_057 mut chr15:43348512-43348681 strand=-1 len=30.99.41,16.0,0.0,37.0,72.0,32.0,5.0,176.0,233.0
ENSE00001268619_058 mut chr15:43348512-43348681 strand=-1 len=30.99.41,422.0,22.0,102.0,1.0,156.0,9.0,47.0,0.0
ENSE00001268619_059 mut chr15:43348512-43348681 strand=-1 len=30.99.41,288.0,0.0,39.0,0.0,303.0,0.0,57.0,0.0
ENSE00001268619_060 mut chr15:43348512-43348681 strand=-1 len=30.99.41,156.0,0.0,54.0,0.0,290.0,2.0,146.0,3.0
ENSE00001268619_061 mut chr15:43348512-43348681 strand=-1 len=30.99.41,19.0,52.0,132.0,153.0,23.0,8.0,126.0,259.0
ENSE00001268619_062 mut chr15:43348512-43348681 strand=-1 len=30.99.41,19.0,179.0,81.0,295.0,135.0,70.0,250.0,313.0
ENSE00001268619_063 mut chr15:43348512-43348681 strand=-1 len=30.99.41,23.0,42.0,172.0,302.0,5.0,16.0,261.0,187.0
ENSE00001268619_064 mut chr15:43348512-43348681 strand=-1 len=30.99.41,9.0,42.0,74.0,169.0,35.0,18.0,101.0,153.0
ENSE00001268619_065 mut chr15:43348512-43348681 strand=-1 len=30.99.41,27.0,0.0,68.0,132.0,39.0,11.0,122.0,258.0
ENSE00001268619_066 mut chr15:43348512-43348681 strand=-1 len=30.99.41,128.0,10.0,197.0,411.0,9.0,31.0,149.0,233.0
ENSE00001268619_067 mut chr15:43348512-43348681 strand=-1 len=30.99.41,7.0,66.0,193.0,358.0,41.0,1.0,93.0,172.0
ENSE00001268619_068 mut chr15:43348512-43348681 strand=-1 len=30.99.41,30.0,0.0,161.0,342.0,22.0,51.0,253.0,346.0
ENSE00001268619_072 mut chr15:43348512-43348681 strand=-1 len=30.99.41,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0
ENSE00001268619_073 mut chr15:43348512-43348681 strand=-1 len=30.99.41,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSE00001268619_074 mut chr15:43348512-43348681 strand=-1 len=30.99.41,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSE00001268619_075 mut chr15:43348512-43348681 strand=-1 len=30.99.41,0.0,4.0,77.0,112.0,23.0,0.0,53.0,262.0
ENSE00001268619_076 mut chr15:43348512-43348681 strand=-1 len=30.99.41,1.0,31.0,45.0,45.0,16.0,2.0,43.0,115.0
ENSE00001268644 chr15:43352202-43352371 strand=-1 len=48.63.59 ccds=CCDS10091.1,3.0,7.0,2.0,12.0,0.0,0.0,15.0,19.0
"ENSE00001268904 chr9:126433531-126433700 strand=-1 len=39.81.50 ccds=CCDS35133.1,CCDS35134.1",4.0,0.0,7.0,45.0,0.0,0.0,0.0,0.0
ENSE00001269259 chr3:49065639-49065808 strand=-1 len=42.75.53 ccds=CCDS2786.1,429.0,3.0,56.0,0.0,44.0,0.0,29.0,16.0
"ENSE00001269291 chr1:179590108-179590277 strand=1 len=62.57.51 ccds=CCDS1332.1,CCDS1332.1",17.0,0.0,10.0,0.0,0.0,23.0,7.0,4.0
"ENSE00001269301 chr1:179587686-179587855 strand=1 len=48.84.38 ccds=CCDS1332.1,CCDS1332.1",0.0,0.0,2.0,7.0,0.0,0.0,24.0,6.0
"ENSE00001269322 chr11:8933950-8934119 strand=1 len=50.81.39 ccds=CCDS7793.1,CCDS7793.1",0.0,21.0,0.0,0.0,0.0,0.0,7.0,0.0
ENSE00001269614 chr19:12842117-12842286 strand=-1 len=41.78.51 ccds=CCDS12279.1,0.0,0.0,21.0,12.0,0.0,0.0,18.0,0.0
"ENSE00001269744 chr19:36355493-36355662 strand=1 len=57.66.47 ccds=CCDS12480.1,CCDS12479.1,CCDS12481.1",6.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0
"ENSE00001269937 chr1:28944424-28944593 strand=-1 len=41.78.51 ccds=CCDS326.1,CCDS326.1",99.0,47.0,314.0,654.0,115.0,15.0,244.0,335.0
ENSE00001270370 chr2:237395428-237395597 strand=-1 len=44.72.54 ccds=CCDS46549.1,0.0,0.0,2.0,27.0,0.0,1.0,3.0,5.0
"ENSE00001270464 chr1:42693516-42693685 strand=-1 len=38.84.48 ccds=CCDS30689.1,CCDS30689.1,CCDS30689.1,CCDS30689.1",43.0,20.0,192.0,245.0,47.0,12.0,346.0,362.0
ENSE00001270615 chr15:83348437-83348606 strand=-1 len=44.72.54 ccds=CCDS45331.1,638.0,0.0,144.0,12.0,85.0,3.0,80.0,0.0
ENSE00001270674 chr15:83357868-83358037 strand=-1 len=42.75.53 ccds=CCDS45331.1,14.0,10.0,10.0,17.0,40.0,24.0,109.0,37.0
"ENSE00001270936 chr8:144902782-144902951 strand=-1 len=54.51.65 ccds=CCDS47935.1,CCDS47934.1",0.0,0.0,5.0,0.0,87.0,22.0,12.0,5.0
ENSE00001270973 chr15:59553584-59553753 strand=-1 len=35.90.45 ccds=CCDS32254.1,0.0,0.0,5.0,0.0,9.0,28.0,24.0,0.0
ENSE00001271211 chr13:43493373-43493542 strand=-1 len=63.33.74 ccds=CCDS31964.1,241.0,7.0,56.0,0.0,31.0,6.0,74.0,2.0
"ENSE00001271253 chr13:43537353-43537522 strand=-1 len=38.84.48 ccds=CCDS31964.1,CCDS9387.1",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
"ENSE00001271451 chr2:9548209-9548378 strand=-1 len=33.93.44 ccds=CCDS1662.1,CCDS1663.1,CCDS1663.1,CCDS1662.1",0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
ENSE00001271961 chr14:81955548-81955717 strand=-1 len=48.63.59 ccds=CCDS9876.1,7.0,471.0,33.0,43.0,15.0,232.0,89.0,18.0
ENSE00001271990 chr14:81961374-81961543 strand=-1 len=51.57.62 ccds=CCDS9876.1,52.0,38.0,214.0,361.0,27.0,40.0,146.0,289.0
ENSE00001272114 chrX:106108733-106108902 strand=1 len=56.69.45 ccds=CCDS14522.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSE00001272126 chrX:106097387-106097556 strand=1 len=41.99.30 ccds=CCDS14522.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"ENSE00001272281 chr18:6876079-6876248 strand=1 len=51.78.41 ccds=CCDS32785.1,CCDS32785.1",12.0,465.0,59.0,130.0,35.0,419.0,71.0,85.0
ENSE00001272803 chr12:49435384-49435553 strand=-1 len=54.51.65 ccds=CCDS44873.1,254.0,0.0,90.0,0.0,126.0,0.0,111.0,0.0
ENSE00001273490 chr2:24245255-24245424 strand=1 len=48.84.38 ccds=CCDS46228.1,283.0,11.0,50.0,0.0,46.0,0.0,11.0,0.0
"ENSE00001273762 chr11:64977264-64977433 strand=1 len=56.69.45 ccds=CCDS44644.1,CCDS44644.1,CCDS44644.1,CCDS44644.1,CCDS44644.1",0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0
"ENSE00001273920 chr10:71649093-71649262 strand=1 len=77.27.66 ccds=CCDS44428.1,CCDS44419.1,CCDS44423.1,CCDS44425.1,CCDS44424.1,CCDS44427.1",86.0,0.0,24.0,1.0,216.0,0.0,55.0,1.0
ENSE00001273920_001 mut chr10:71649093-71649262 strand=1 len=77.27.66,29.0,0.0,2.0,0.0,17.0,0.0,26.0,0.0
ENSE00001273920_002 mut chr10:71649093-71649262 strand=1 len=77.27.66,71.0,0.0,0.0,0.0,54.0,4.0,19.0,0.0
ENSE00001273920_003 mut chr10:71649093-71649262 strand=1 len=77.27.66,0.0,81.0,26.0,0.0,0.0,26.0,1.0,0.0
ENSE00001273920_005 mut chr10:71649093-71649262 strand=1 len=77.27.66,11.0,3.0,17.0,0.0,3.0,1.0,42.0,0.0
ENSE00001273920_006 mut chr10:71649093-71649262 strand=1 len=77.27.66,156.0,6.0,46.0,0.0,188.0,5.0,105.0,0.0
ENSE00001273920_007 mut chr10:71649093-71649262 strand=1 len=77.27.66,29.0,0.0,15.0,0.0,98.0,4.0,87.0,8.0
ENSE00001273920_008 mut chr10:71649093-71649262 strand=1 len=77.27.66,303.0,0.0,43.0,0.0,18.0,0.0,1.0,2.0
ENSE00001273920_009 mut chr10:71649093-71649262 strand=1 len=77.27.66,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
ENSE00001273920_010 mut chr10:71649093-71649262 strand=1 len=77.27.66,384.0,0.0,34.0,22.0,189.0,0.0,88.0,13.0
ENSE00001273920_011 mut chr10:71649093-71649262 strand=1 len=77.27.66,196.0,0.0,13.0,0.0,39.0,0.0,42.0,0.0
ENSE00001273920_012 mut chr10:71649093-71649262 strand=1 len=77.27.66,227.0,0.0,23.0,0.0,239.0,0.0,117.0,2.0
ENSE00001273920_013 mut chr10:71649093-71649262 strand=1 len=77.27.66,35.0,0.0,13.0,0.0,4.0,0.0,3.0,2.0
ENSE00001273920_014 mut chr10:71649093-71649262 strand=1 len=77.27.66,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
ENSE00001273920_015 mut chr10:71649093-71649262 strand=1 len=77.27.66,0.0,557.0,131.0,33.0,11.0,286.0,91.0,12.0
ENSE00001273920_016 mut chr10:71649093-71649262 strand=1 len=77.27.66,17.0,0.0,0.0,0.0,149.0,0.0,48.0,15.0
ENSE00001273920_017 mut chr10:71649093-71649262 strand=1 len=77.27.66,154.0,0.0,0.0,0.0,235.0,0.0,101.0,0.0
ENSE00001273920_018 mut chr10:71649093-71649262 strand=1 len=77.27.66,0.0,12.0,1.0,0.0,0.0,29.0,11.0,0.0
ENSE00001273920_019 mut chr10:71649093-71649262 strand=1 len=77.27.66,514.0,0.0,150.0,0.0,410.0,4.0,143.0,6.0
ENSE00001273920_020 mut chr10:71649093-71649262 strand=1 len=77.27.66,199.0,9.0,36.0,0.0,156.0,0.0,55.0,0.0
ENSE00001273920_021 mut chr10:71649093-71649262 strand=1 len=77.27.66,60.0,0.0,25.0,0.0,8.0,0.0,46.0,0.0
ENSE00001273920_022 mut chr10:71649093-71649262 strand=1 len=77.27.66,169.0,0.0,15.0,4.0,91.0,0.0,21.0,0.0
ENSE00001273920_023 mut chr10:71649093-71649262 strand=1 len=77.27.66,72.0,0.0,24.0,0.0,37.0,0.0,2.0,0.0
ENSE00001273920_024 mut chr10:71649093-71649262 strand=1 len=77.27.66,288.0,18.0,16.0,0.0,270.0,10.0,129.0,0.0
ENSE00001273920_025 mut chr10:71649093-71649262 strand=1 len=77.27.66,19.0,0.0,11.0,0.0,120.0,0.0,65.0,0.0
ENSE00001273920_026 mut chr10:71649093-71649262 strand=1 len=77.27.66,153.0,0.0,52.0,1.0,4.0,0.0,13.0,0.0
ENSE00001273920_028 mut chr10:71649093-71649262 strand=1 len=77.27.66,53.0,0.0,41.0,0.0,35.0,0.0,35.0,0.0
ENSE00001273920_029 mut chr10:71649093-71649262 strand=1 len=77.27.66,57.0,0.0,11.0,0.0,9.0,4.0,0.0,0.0
ENSE00001273920_030 mut chr10:71649093-71649262 strand=1 len=77.27.66,0.0,0.0,4.0,0.0,25.0,0.0,26.0,0.0
ENSE00001273920_031 mut chr10:71649093-71649262 strand=1 len=77.27.66,42.0,0.0,21.0,0.0,51.0,0.0,33.0,0.0
ENSE00001273920_032 mut chr10:71649093-71649262 strand=1 len=77.27.66,17.0,18.0,0.0,2.0,0.0,0.0,3.0,0.0
