id,R1-DN,R1-DP,R1-INT,R1-PRESORT,R1-SP,R2-DN,R2-DP,R2-INT,R2-PRESORT,R2-SP
ENSE00001505837_051 mut chr17:16330722-16330891 strand=1 len=41.99.30,0.0,605.0,10.0,609.0,0.0,0.0,1375.0,0.0,1658.0,1011.0
ENSE00001505837_052 mut chr17:16330722-16330891 strand=1 len=41.99.30,0.0,865.0,0.0,579.0,79.0,0.0,2743.0,0.0,525.0,0.0
ENSE00001505837_053 mut chr17:16330722-16330891 strand=1 len=41.99.30,3.0,0.0,34.0,279.0,636.0,136.0,126.0,98.0,1606.0,5557.0
ENSE00001505837_054 mut chr17:16330722-16330891 strand=1 len=41.99.30,20.0,147.0,134.0,1044.0,1761.0,65.0,74.0,101.0,2146.0,8340.0
ENSE00001505837_055 mut chr17:16330722-16330891 strand=1 len=41.99.30,37.0,61.0,115.0,2080.0,3483.0,11.0,67.0,330.0,1615.0,11795.0
ENSE00001505837_056 mut chr17:16330722-16330891 strand=1 len=41.99.30,0.0,0.0,20.0,244.0,328.0,0.0,13.0,48.0,447.0,883.0
ENSE00001505837_057 mut chr17:16330722-16330891 strand=1 len=41.99.30,0.0,91.0,45.0,548.0,1523.0,11.0,74.0,290.0,1395.0,5767.0
ENSE00001505837_058 mut chr17:16330722-16330891 strand=1 len=41.99.30,2.0,392.0,353.0,2602.0,3849.0,7.0,85.0,718.0,3948.0,16671.0
ENSE00001505837_059 mut chr17:16330722-16330891 strand=1 len=41.99.30,0.0,160.0,201.0,2257.0,3162.0,0.0,286.0,517.0,2720.0,18023.0
ENSE00001505837_060 mut chr17:16330722-16330891 strand=1 len=41.99.30,1.0,113.0,191.0,1279.0,1573.0,0.0,64.0,216.0,503.0,2526.0
ENSE00001505837_061 mut chr17:16330722-16330891 strand=1 len=41.99.30,27.0,226.0,276.0,871.0,1284.0,4.0,21.0,118.0,826.0,3600.0
ENSE00001505837_062 mut chr17:16330722-16330891 strand=1 len=41.99.30,0.0,72.0,79.0,936.0,1376.0,0.0,266.0,161.0,1521.0,8371.0
ENSE00001505837_063 mut chr17:16330722-16330891 strand=1 len=41.99.30,0.0,34.0,0.0,237.0,302.0,7.0,30.0,0.0,41.0,181.0
ENSE00001505837_064 mut chr17:16330722-16330891 strand=1 len=41.99.30,0.0,422.0,0.0,125.0,0.0,0.0,104.0,3.0,62.0,79.0
ENSE00001505837_065 mut chr17:16330722-16330891 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ENSE00001505893 chr10:104414368-104414537 strand=1 len=42.96.32 ccds=CCDS31274.1,0.0,3.0,0.0,0.0,0.0,0.0,120.0,29.0,30.0,0.0
ENSE00001506001 chr11:124873719-124873888 strand=1 len=44.93.33 ccds=CCDS44756.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSE00001506418 chr15:41771259-41771428 strand=1 len=42.96.32 ccds=CCDS32200.2,0.0,21.0,150.0,64.0,61.0,0.0,4.0,494.0,116.0,27.0
"ENSE00001506466 chr4:15587735-15587904 strand=1 len=45.90.35 ccds=CCDS47026.1,CCDS47027.1,CCDS47026.1,CCDS47026.1,CCDS47027.1,CCDS47027.1",0.0,32.0,3.0,5.0,0.0,0.0,66.0,0.0,51.0,0.0
"ENSE00001506471 chr4:15571980-15572149 strand=1 len=41.99.30 ccds=CCDS47027.1,CCDS47027.1,CCDS47026.1,CCDS47027.1,CCDS47026.1,CCDS47026.1",13.0,0.0,0.0,5.0,2.0,8.0,2.0,0.0,6.0,3.0
ENSE00001506540 chr18:6995321-6995490 strand=-1 len=35.90.45 ccds=CCDS32787.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
ENSE00001506571 chr18:7046242-7046411 strand=-1 len=35.90.45 ccds=CCDS32787.1,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,18.0
"ENSE00001506939 chr4:660272-660441 strand=1 len=48.84.38 ccds=CCDS33932.1,CCDS46993.1",0.0,171.0,0.0,122.0,7.0,0.0,22.0,0.0,191.0,0.0
ENSE00001507027 chr15:42523345-42523514 strand=-1 len=45.69.56 ccds=CCDS32205.1,0.0,47.0,0.0,25.0,0.0,0.0,22.0,0.0,33.0,0.0
ENSE00001507078 chr17:73485610-73485779 strand=1 len=47.87.36 ccds=CCDS32732.1,0.0,3011.0,39.0,1173.0,0.0,4.0,2315.0,0.0,1652.0,0.0
ENSE00001507123 chr14:91808686-91808855 strand=-1 len=38.84.48 ccds=CCDS45151.1,0.0,2022.0,27.0,1464.0,34.0,0.0,2382.0,0.0,208.0,9.0
ENSE00001507234 chr12:124414169-124414338 strand=1 len=42.96.32 ccds=CCDS9255.2,0.0,89.0,61.0,596.0,1503.0,0.0,2.0,10.0,27.0,157.0
"ENSE00001507436 chr11:3123383-3123552 strand=-1 len=30.99.41 ccds=CCDS31343.1,CCDS31343.1,CCDS31344.1",0.0,1915.0,0.0,1081.0,81.0,0.0,3611.0,0.0,1569.0,167.0
ENSE00001511394 chr19:19458042-19458211 strand=1 len=47.87.36 ccds=CCDS32969.2,0.0,259.0,14.0,182.0,0.0,0.0,971.0,736.0,698.0,0.0
ENSE00001515168 chr11:82595817-82595986 strand=-1 len=48.63.59 ccds=CCDS41695.1,0.0,3.0,5.0,1.0,0.0,1.0,34.0,0.0,6.0,2.0
"ENSE00001518409 chr14:69345128-69345297 strand=-1 len=47.66.57 ccds=CCDS45129.1,CCDS45130.1",0.0,1214.0,0.0,391.0,0.0,0.0,924.0,0.0,94.0,0.0
ENSE00001519351 chr7:86571298-86571467 strand=-1 len=36.87.47 ccds=CCDS47632.1,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,10.0
"ENSE00001528782 chr2:133626449-133626618 strand=-1 len=60.39.71 ccds=CCDS46418.1,CCDS46418.1,CCDS46417.1,CCDS46417.1",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,13.0
"ENSE00001528783 chr2:133636376-133636545 strand=-1 len=45.69.56 ccds=CCDS46418.1,CCDS46418.1,CCDS46417.1,CCDS46417.1",154.0,2.0,0.0,29.0,11.0,66.0,7.0,1.0,54.0,4.0
ENSE00001530675 chr19:9415692-9415861 strand=-1 len=56.48.66 ccds=CCDS42495.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00001531669 chr11:103112176-103112345 strand=1 len=80.21.69 ccds=CCDS44717.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001533453 chr12:50196835-50197004 strand=-1 len=45.69.56 ccds=CCDS41781.2,0.0,87.0,3843.0,1606.0,441.0,0.0,406.0,5036.0,668.0,46.0
ENSE00001534065 chr2:55043883-55044052 strand=1 len=41.99.30 ccds=CCDS46286.1,0.0,63.0,0.0,49.0,0.0,0.0,21.0,1.0,22.0,1.0
ENSE00001534938 chr2:39181466-39181635 strand=1 len=48.84.38 ccds=CCDS46263.1,5.0,7.0,4.0,58.0,91.0,15.0,26.0,6.0,124.0,223.0
ENSE00001534941 chr2:39180255-39180424 strand=1 len=48.84.38 ccds=CCDS46263.1,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0
"ENSE00001536116 chr8:124982216-124982385 strand=1 len=59.63.48 ccds=CCDS43767.1,CCDS43767.1",0.0,0.0,0.0,7.0,51.0,0.0,2.0,0.0,18.0,12.0
ENSE00001536955 chr3:41860877-41861046 strand=-1 len=38.84.48 ccds=CCDS43071.1,1.0,1.0,0.0,4.0,41.0,0.0,2.0,4.0,24.0,62.0
ENSE00001538200 chr12:7475780-7475949 strand=1 len=50.81.39 ccds=CCDS44825.1,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0
ENSE00001538243 chr7:7421130-7421299 strand=-1 len=45.69.56 ccds=CCDS43553.1,0.0,18.0,11.0,83.0,554.0,0.0,0.0,8.0,74.0,289.0
ENSE00001538657 chr7:6542381-6542550 strand=-1 len=36.87.47 ccds=CCDS47537.1,20.0,1667.0,9.0,971.0,0.0,0.0,296.0,0.0,37.0,0.0
"ENSE00001539853 chr4:48507519-48507688 strand=-1 len=45.69.56 ccds=CCDS43227.1,CCDS43227.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"ENSE00001539855 chr4:48512046-48512215 strand=-1 len=30.99.41 ccds=CCDS43227.1,CCDS43227.1",0.0,0.0,0.0,5.0,16.0,0.0,0.0,2.0,4.0,14.0
"ENSE00001542579 chr22:25291134-25291303 strand=1 len=56.69.45 ccds=CCDS46674.1,CCDS46675.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,554.0,196.0
ENSE00001543521 chr18:8635486-8635655 strand=1 len=45.90.35 ccds=CCDS42410.1,0.0,14.0,119.0,111.0,178.0,0.0,2.0,248.0,65.0,25.0
ENSE00001545309 chr1:9086300-9086469 strand=-1 len=54.51.65 ccds=CCDS98.2,4.0,481.0,0.0,299.0,129.0,0.0,1759.0,0.0,138.0,0.0
"ENSE00001550753 chr2:25642315-25642484 strand=-1 len=69.21.80 ccds=CCDS46237.1,CCDS46234.1,CCDS46236.1,CCDS46235.1",0.0,33.0,0.0,23.0,0.0,1.0,20.0,0.0,22.0,0.0
ENSE00001552757 chr2:50848286-50848455 strand=-1 len=57.45.68 ccds=CCDS46282.1,0.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,2.0,0.0
"ENSE00001556741 chr7:16298512-16298681 strand=-1 len=33.93.44 ccds=CCDS47549.1,CCDS47550.1",0.0,0.0,9.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0
ENSE00001558168 chr9:114246904-114247073 strand=-1 len=38.84.48 ccds=CCDS48006.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSE00001559114 chr2:73497918-73498087 strand=-1 len=33.93.44 ccds=CCDS46337.1,0.0,442.0,0.0,110.0,0.0,0.0,65.0,0.0,11.0,0.0
ENSE00001560926 chr11:65393079-65393248 strand=1 len=44.93.33 ccds=CCDS44650.1,0.0,282.0,0.0,100.0,0.0,0.0,110.0,0.0,0.0,0.0
ENSE00001560969 chr19:43999370-43999539 strand=-1 len=38.84.48 ccds=CCDS12621.2,21.0,348.0,1092.0,2400.0,3015.0,28.0,176.0,2013.0,2213.0,10197.0
ENSE00001563589 chr17:71208769-71208938 strand=-1 len=48.63.59 ccds=CCDS45766.1,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0
ENSE00001563958_005 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,2.0,8.0
ENSE00001563958_006 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,12.0
ENSE00001563958_011 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00001563958_012 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSE00001563958_013 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSE00001563958_014 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSE00001563958_015 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSE00001563958_018 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,2.0,1.0,12.0,155.0,0.0,4.0,1.0,7.0,55.0
ENSE00001563958_019 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,26.0,5.0,136.0,811.0,0.0,1.0,3.0,18.0,69.0
ENSE00001563958_022 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSE00001563958_024 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00001563958_026 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0
ENSE00001563958_027 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ENSE00001563958_029 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00001563958_032 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00001563958_035 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00001563958_037 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ENSE00001563958_038 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,5.0,155.0,98.0,65.0,0.0,8.0,120.0,65.0,26.0
ENSE00001563958_039 mut chr2:58425676-58425845 strand=-1 len=38.84.48,1.0,4.0,0.0,4.0,0.0,0.0,39.0,2.0,36.0,0.0
ENSE00001563958_049 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSE00001563958_051 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00001563958_056 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
ENSE00001563958_058 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ENSE00001563958_064 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSE00001563958_065 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSE00001563958_066 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00001563958_067 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
ENSE00001563958_069 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,6.0
ENSE00001563958_070 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
ENSE00001563958_071 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,0.0,1.0,4.0,9.0,0.0,0.0,1.0,3.0,3.0
ENSE00001563958_072 mut chr2:58425676-58425845 strand=-1 len=38.84.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
ENSE00001563958_073 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,163.0,0.0,216.0,0.0,0.0,77.0,0.0,9.0,0.0
ENSE00001563958_074 mut chr2:58425676-58425845 strand=-1 len=38.84.48,0.0,2903.0,9.0,1968.0,0.0,16.0,4779.0,461.0,2219.0,1417.0
ENSE00001577294 chr4:6043841-6044010 strand=-1 len=45.69.56 ccds=CCDS47005.1,193.0,121.0,138.0,1296.0,2548.0,0.0,49.0,107.0,227.0,641.0
"ENSE00001578552 chr9:90261335-90261504 strand=1 len=41.99.30 ccds=CCDS43842.1,CCDS43842.1,CCDS43842.1",0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0
ENSE00001580926 chr2:153378409-153378578 strand=1 len=48.84.38 ccds=CCDS46429.1,0.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,9.0,34.0
"ENSE00001582147 chr9:90262179-90262348 strand=1 len=41.99.30 ccds=CCDS43842.1,CCDS43842.1,CCDS43842.1",121.0,697.0,7371.0,3864.0,168.0,21.0,552.0,11158.0,1975.0,464.0
ENSE00001582147_001 mut chr9:90262179-90262348 strand=1 len=41.99.30,6.0,686.0,2194.0,2188.0,112.0,0.0,472.0,5531.0,1528.0,463.0
ENSE00001582147_002 mut chr9:90262179-90262348 strand=1 len=41.99.30,58.0,3675.0,24.0,2344.0,106.0,0.0,1549.0,123.0,325.0,0.0
ENSE00001582147_003 mut chr9:90262179-90262348 strand=1 len=41.99.30,42.0,3726.0,19.0,2333.0,494.0,3.0,3502.0,555.0,1436.0,144.0
ENSE00001582147_004 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,458.0,19.0,668.0,89.0,0.0,1210.0,15.0,187.0,25.0
ENSE00001582147_005 mut chr9:90262179-90262348 strand=1 len=41.99.30,105.0,100.0,341.0,1286.0,2032.0,75.0,517.0,630.0,2237.0,6296.0
ENSE00001582147_006 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,260.0,6305.0,2633.0,715.0,0.0,130.0,15852.0,2096.0,1478.0
ENSE00001582147_007 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1001.0,77.0,2330.0,45.0,10.0,486.0,121.0,253.0,31.0
ENSE00001582147_008 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,54.0,1084.0,709.0,80.0,0.0,66.0,1706.0,268.0,1.0
ENSE00001582147_009 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1596.0,28.0,1305.0,13.0,0.0,4068.0,21.0,636.0,0.0
ENSE00001582147_010 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,81.0,3720.0,935.0,183.0,0.0,29.0,3555.0,633.0,16.0
ENSE00001582147_011 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,32.0,196.0,1238.0,2306.0,11.0,261.0,404.0,416.0,1948.0
ENSE00001582147_012 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1499.0,1.0,609.0,0.0,0.0,2300.0,0.0,195.0,15.0
ENSE00001582147_013 mut chr9:90262179-90262348 strand=1 len=41.99.30,11.0,3029.0,23.0,2373.0,0.0,0.0,2310.0,33.0,481.0,44.0
ENSE00001582147_014 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,43.0,1104.0,872.0,883.0,0.0,115.0,2419.0,1063.0,2558.0
ENSE00001582147_015 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,47.0,1093.0,351.0,153.0,1.0,396.0,4985.0,1094.0,947.0
ENSE00001582147_016 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,407.0,3234.0,2145.0,178.0,0.0,151.0,5891.0,930.0,91.0
ENSE00001582147_017 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,147.0,60.0,449.0,0.0,4.0,329.0,4.0,106.0,0.0
ENSE00001582147_018 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,0.0,200.0,35.0,98.0,0.0,42.0,1097.0,95.0,87.0
ENSE00001582147_019 mut chr9:90262179-90262348 strand=1 len=41.99.30,12.0,512.0,144.0,2517.0,3237.0,25.0,209.0,114.0,320.0,1454.0
ENSE00001582147_020 mut chr9:90262179-90262348 strand=1 len=41.99.30,16.0,16.0,1317.0,924.0,0.0,64.0,253.0,3210.0,1114.0,103.0
ENSE00001582147_021 mut chr9:90262179-90262348 strand=1 len=41.99.30,7.0,392.0,2038.0,2981.0,3739.0,0.0,69.0,1446.0,690.0,2895.0
ENSE00001582147_022 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,214.0,0.0,30.0,0.0,1.0,93.0,0.0,60.0,0.0
ENSE00001582147_023 mut chr9:90262179-90262348 strand=1 len=41.99.30,12.0,215.0,0.0,133.0,0.0,0.0,138.0,0.0,59.0,0.0
ENSE00001582147_024 mut chr9:90262179-90262348 strand=1 len=41.99.30,37.0,20.0,30.0,612.0,1423.0,0.0,9.0,92.0,83.0,413.0
ENSE00001582147_025 mut chr9:90262179-90262348 strand=1 len=41.99.30,1.0,1201.0,66.0,742.0,87.0,0.0,138.0,0.0,43.0,6.0
ENSE00001582147_026 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,372.0,541.0,1108.0,10.0,66.0,98.0,629.0,416.0,410.0
ENSE00001582147_027 mut chr9:90262179-90262348 strand=1 len=41.99.30,93.0,1082.0,4323.0,2646.0,394.0,5.0,595.0,12494.0,1678.0,1341.0
ENSE00001582147_028 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,49.0,3477.0,1816.0,311.0,0.0,72.0,5188.0,699.0,113.0
ENSE00001582147_029 mut chr9:90262179-90262348 strand=1 len=41.99.30,11.0,74.0,2839.0,1484.0,784.0,1.0,377.0,12700.0,1361.0,759.0
ENSE00001582147_030 mut chr9:90262179-90262348 strand=1 len=41.99.30,12.0,479.0,6176.0,2807.0,687.0,0.0,220.0,9218.0,672.0,714.0
ENSE00001582147_031 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,649.0,196.0,595.0,0.0,0.0,3610.0,76.0,547.0,0.0
ENSE00001582147_032 mut chr9:90262179-90262348 strand=1 len=41.99.30,15.0,2610.0,12.0,1059.0,62.0,0.0,762.0,54.0,76.0,10.0
ENSE00001582147_033 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,2680.0,535.0,1605.0,28.0,1.0,2618.0,45.0,597.0,0.0
ENSE00001582147_034 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,3884.0,1.0,1892.0,0.0,0.0,1470.0,0.0,510.0,0.0
ENSE00001582147_035 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,187.0,17.0,153.0,0.0,0.0,1429.0,0.0,559.0,0.0
ENSE00001582147_036 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,188.0,0.0,85.0,0.0,0.0,754.0,58.0,191.0,47.0
ENSE00001582147_037 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1203.0,49.0,855.0,505.0,0.0,4506.0,60.0,1767.0,17.0
ENSE00001582147_038 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,2036.0,0.0,2227.0,0.0,0.0,1948.0,120.0,1327.0,207.0
ENSE00001582147_039 mut chr9:90262179-90262348 strand=1 len=41.99.30,105.0,271.0,282.0,1836.0,2797.0,19.0,118.0,50.0,260.0,760.0
ENSE00001582147_040 mut chr9:90262179-90262348 strand=1 len=41.99.30,33.0,16.0,106.0,812.0,1686.0,0.0,59.0,29.0,747.0,2000.0
ENSE00001582147_041 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,2120.0,60.0,601.0,0.0,1.0,2429.0,4.0,332.0,0.0
ENSE00001582147_042 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,328.0,1219.0,2945.0,252.0,0.0,974.0,1585.0,943.0,33.0
ENSE00001582147_043 mut chr9:90262179-90262348 strand=1 len=41.99.30,64.0,874.0,283.0,1980.0,66.0,0.0,1062.0,825.0,729.0,0.0
ENSE00001582147_044 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1092.0,48.0,634.0,0.0,28.0,5648.0,56.0,1526.0,101.0
ENSE00001582147_045 mut chr9:90262179-90262348 strand=1 len=41.99.30,91.0,235.0,2552.0,1054.0,559.0,62.0,437.0,9713.0,1232.0,340.0
ENSE00001582147_046 mut chr9:90262179-90262348 strand=1 len=41.99.30,10.0,56.0,1088.0,1198.0,1210.0,17.0,303.0,1539.0,198.0,387.0
ENSE00001582147_047 mut chr9:90262179-90262348 strand=1 len=41.99.30,27.0,2229.0,0.0,1512.0,65.0,0.0,3311.0,56.0,1346.0,91.0
ENSE00001582147_048 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,878.0,321.0,667.0,0.0,0.0,2112.0,0.0,355.0,0.0
ENSE00001582147_049 mut chr9:90262179-90262348 strand=1 len=41.99.30,29.0,1508.0,0.0,753.0,71.0,0.0,1788.0,3.0,261.0,0.0
ENSE00001582147_050 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,2211.0,1.0,1026.0,0.0,0.0,2463.0,0.0,455.0,0.0
ENSE00001582147_051 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,642.0,2.0,290.0,0.0,0.0,3223.0,89.0,785.0,89.0
ENSE00001582147_052 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1456.0,241.0,2176.0,306.0,10.0,2592.0,324.0,1924.0,225.0
ENSE00001582147_053 mut chr9:90262179-90262348 strand=1 len=41.99.30,5.0,314.0,4183.0,2058.0,389.0,0.0,280.0,6413.0,893.0,258.0
ENSE00001582147_054 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,943.0,0.0,396.0,0.0,26.0,3375.0,0.0,1404.0,0.0
ENSE00001582147_055 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,114.0,839.0,635.0,70.0,0.0,0.0,489.0,63.0,25.0
ENSE00001582147_056 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,429.0,0.0,211.0,0.0,0.0,1155.0,14.0,180.0,0.0
ENSE00001582147_057 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,214.0,4151.0,2215.0,37.0,0.0,215.0,3430.0,551.0,44.0
ENSE00001582147_058 mut chr9:90262179-90262348 strand=1 len=41.99.30,43.0,412.0,125.0,1462.0,1398.0,22.0,94.0,671.0,1016.0,4895.0
ENSE00001582147_059 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1149.0,0.0,706.0,10.0,3.0,2906.0,0.0,548.0,78.0
ENSE00001582147_060 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,2118.0,25.0,1154.0,0.0,0.0,4106.0,0.0,651.0,0.0
ENSE00001582147_061 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,614.0,135.0,1513.0,52.0,0.0,1510.0,278.0,645.0,0.0
ENSE00001582147_062 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1914.0,18.0,1211.0,53.0,0.0,1712.0,39.0,582.0,478.0
ENSE00001582147_063 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1467.0,72.0,812.0,156.0,1.0,1327.0,0.0,156.0,0.0
ENSE00001582147_064 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,989.0,0.0,646.0,0.0,0.0,2399.0,0.0,253.0,0.0
ENSE00001582147_065 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,20.0,0.0,185.0,0.0,0.0,585.0,24.0,313.0,0.0
ENSE00001582147_066 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1357.0,25.0,709.0,0.0,0.0,1277.0,380.0,1142.0,347.0
ENSE00001582147_067 mut chr9:90262179-90262348 strand=1 len=41.99.30,160.0,340.0,202.0,1324.0,2855.0,109.0,652.0,179.0,1264.0,4234.0
ENSE00001582147_068 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,1393.0,1.0,881.0,0.0,0.0,2032.0,9.0,396.0,239.0
ENSE00001582147_069 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,104.0,7451.0,2714.0,309.0,69.0,221.0,4315.0,509.0,143.0
ENSE00001582147_070 mut chr9:90262179-90262348 strand=1 len=41.99.30,0.0,141.0,3446.0,1499.0,48.0,0.0,12.0,2019.0,249.0,7.0
