id,DP1S1,DP1S2,DP2S1,DP2S2,INT1S1,INT1S2,INT2S1,INT2S2,R1-PS,R2-PS,SP1S1,SP1S2,SP2S1,SP2S2
ENSE00001504580_023 chr12:56651574-56651743 strand= - len=38.84.48,0.0,0.0,0.0,0.0,24.0,21.0,23.0,13.0,0.0,3.0,0.0,0.0,3.0,0.0
ENSE00001504580_024 chr12:56651574-56651743 strand= - len=38.84.48,0.0,0.0,0.0,0.0,17.0,13.0,10.0,54.0,3.0,2.0,2.0,0.0,0.0,0.0
ENSE00001504580_025 chr12:56651574-56651743 strand= - len=38.84.48,1.0,1.0,0.0,0.0,41.0,42.0,36.0,63.0,16.0,13.0,7.0,1.0,5.0,2.0
ENSE00001504580_BRK chr12:56651574-56651743 strand= - len=38.84.48,65.0,113.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
ENSE00001505581_000 chr16:70287581-70287750 strand= - len=36.87.47,8.0,0.0,5.0,5.0,48.0,8.0,49.0,25.0,118.0,121.0,210.0,107.0,226.0,118.0
ENSE00001505581_001 chr16:70287581-70287750 strand= - len=36.87.47,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,13.0,6.0,3.0,1.0
ENSE00001505581_002 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,4.0,1.0,19.0,4.0
ENSE00001505581_003 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,6.0,2.0,6.0,0.0,8.0,4.0,27.0,29.0,50.0,29.0,71.0,35.0
ENSE00001505581_004 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,4.0,8.0,8.0,7.0,4.0,4.0
ENSE00001505581_005 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,24.0,16.0,7.0,14.0,7.0
ENSE00001505581_006 chr16:70287581-70287750 strand= - len=36.87.47,2.0,0.0,3.0,0.0,23.0,0.0,2.0,0.0,22.0,18.0,42.0,30.0,17.0,20.0
ENSE00001505581_007 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,4.0,0.0,5.0,2.0
ENSE00001505581_008 chr16:70287581-70287750 strand= - len=36.87.47,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,2.0,0.0
ENSE00001505581_009 chr16:70287581-70287750 strand= - len=36.87.47,5.0,1.0,2.0,0.0,8.0,0.0,10.0,1.0,19.0,11.0,30.0,26.0,21.0,19.0
ENSE00001505581_010 chr16:70287581-70287750 strand= - len=36.87.47,5.0,4.0,0.0,0.0,4.0,5.0,9.0,30.0,10.0,0.0,15.0,0.0,4.0,9.0
ENSE00001505581_011 chr16:70287581-70287750 strand= - len=36.87.47,1.0,1.0,0.0,0.0,13.0,0.0,2.0,0.0,11.0,32.0,21.0,11.0,31.0,22.0
ENSE00001505581_012 chr16:70287581-70287750 strand= - len=36.87.47,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,21.0,11.0,52.0,13.0,7.0,8.0
ENSE00001505581_013 chr16:70287581-70287750 strand= - len=36.87.47,3.0,0.0,0.0,0.0,10.0,38.0,8.0,0.0,5.0,11.0,7.0,2.0,17.0,6.0
ENSE00001505581_014 chr16:70287581-70287750 strand= - len=36.87.47,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,24.0,13.0,51.0,27.0,22.0,21.0
ENSE00001505581_015 chr16:70287581-70287750 strand= - len=36.87.47,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,12.0,8.0,0.0,2.0
ENSE00001505581_016 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,5.0,24.0,3.0,0.0,0.0,8.0,12.0,9.0,21.0,13.0,14.0,13.0
ENSE00001505581_017 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0
ENSE00001505581_018 chr16:70287581-70287750 strand= - len=36.87.47,2.0,12.0,1.0,0.0,2.0,11.0,11.0,0.0,15.0,27.0,21.0,16.0,62.0,23.0
ENSE00001505581_019 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,19.0,16.0,24.0,9.0,23.0,8.0
ENSE00001505581_020 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,15.0,5.0,18.0,10.0
ENSE00001505581_021 chr16:70287581-70287750 strand= - len=36.87.47,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,12.0,56.0,34.0,22.0,8.0
ENSE00001505581_022 chr16:70287581-70287750 strand= - len=36.87.47,3.0,0.0,7.0,0.0,19.0,0.0,14.0,0.0,55.0,44.0,134.0,39.0,101.0,40.0
ENSE00001505581_023 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,22.0,20.0,10.0,16.0,14.0
ENSE00001505581_024 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,0.0,0.0,6.0,4.0,9.0,0.0,7.0,10.0,4.0,3.0,7.0,3.0
ENSE00001505581_025 chr16:70287581-70287750 strand= - len=36.87.47,22.0,40.0,10.0,9.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0
ENSE00001505581_026 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
ENSE00001505581_027 chr16:70287581-70287750 strand= - len=36.87.47,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,15.0,8.0,6.0,8.0,7.0
ENSE00001505581_BRK chr16:70287581-70287750 strand= - len=36.87.47,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0
ENSE00001505837_000 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,1.0,15.0,4.0,12.0,1.0,28.0,37.0,47.0,8.0,52.0,2.0
ENSE00001505837_001 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,13.0,1.0,6.0,1.0
ENSE00001505837_002 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,10.0,13.0,1.0,16.0,1.0
ENSE00001505837_003 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0
ENSE00001505837_004 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0
ENSE00001505837_005 chr17:16330722-16330891 strand= + len=41.99.30,1.0,0.0,0.0,0.0,33.0,10.0,11.0,15.0,17.0,7.0,2.0,0.0,2.0,0.0
ENSE00001505837_006 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,7.0,21.0,14.0,1.0,39.0,2.0
ENSE00001505837_007 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,10.0,3.0,11.0,0.0,6.0,0.0
ENSE00001505837_008 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,2.0,0.0,15.0,9.0,1.0,40.0,5.0,2.0,0.0,0.0,0.0,0.0
ENSE00001505837_009 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,3.0,0.0
ENSE00001505837_011 chr17:16330722-16330891 strand= + len=41.99.30,2.0,1.0,2.0,0.0,6.0,0.0,4.0,0.0,25.0,28.0,37.0,10.0,45.0,6.0
ENSE00001505837_012 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,3.0,1.0
ENSE00001505837_013 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,27.0,14.0,15.0,28.0,0.0,4.0,0.0,0.0,0.0,0.0
ENSE00001505837_014 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,7.0,8.0,13.0,1.0,20.0,2.0
ENSE00001505837_016 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
ENSE00001505837_018 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSE00001505837_020 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00001505837_021 chr17:16330722-16330891 strand= + len=41.99.30,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,7.0,1.0
ENSE00001505837_022 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,5.0,16.0,2.0,22.0,1.0
ENSE00001505837_023 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,10.0,2.0,17.0,5.0
ENSE00001505837_024 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ENSE00001505837_025 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,10.0,22.0,3.0,18.0,1.0
ENSE00001505837_026 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,13.0,5.0,15.0,1.0,18.0,3.0
ENSE00001505837_027 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,21.0,18.0,11.0,9.0,16.0,4.0
ENSE00001505837_028 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,5.0,0.0
ENSE00001505837_029 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,6.0,6.0,0.0,16.0,0.0
ENSE00001505837_030 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
ENSE00001505837_031 chr17:16330722-16330891 strand= + len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0
ENSE00001505837_BRK chr17:16330722-16330891 strand= + len=41.99.30,129.0,173.0,23.0,6.0,4.0,0.0,11.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0
ENSE00001506418_000 chr15:41771259-41771428 strand= + len=42.96.32,7.0,0.0,4.0,1.0,128.0,93.0,112.0,252.0,91.0,60.0,127.0,10.0,46.0,5.0
ENSE00001506418_001 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,30.0,46.0,14.0,25.0,10.0,11.0,3.0,0.0,4.0,0.0
ENSE00001506418_002 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,34.0,18.0,24.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0
ENSE00001506418_003 chr15:41771259-41771428 strand= + len=42.96.32,3.0,0.0,1.0,0.0,233.0,328.0,257.0,435.0,52.0,35.0,3.0,0.0,0.0,0.0
ENSE00001506418_004 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00001506418_005 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
ENSE00001506418_006 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0
ENSE00001506418_007 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSE00001506418_008 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001506418_009 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
ENSE00001506418_010 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,6.0,6.0,19.0,11.0,19.0,10.0
ENSE00001506418_011 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,1.0,10.0,3.0
ENSE00001506418_012 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ENSE00001506418_013 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0
ENSE00001506418_014 chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,2.0,0.0,6.0,11.0,4.0,10.0,13.0,3.0,12.0,1.0
ENSE00001506418_BRK chr15:41771259-41771428 strand= + len=42.96.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00001506571_000 chr18:7046242-7046411 strand= - len=35.90.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSE00001506571_002 chr18:7046242-7046411 strand= - len=35.90.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,1.0,1.0
ENSE00001506571_004 chr18:7046242-7046411 strand= - len=35.90.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0
ENSE00001506571_005 chr18:7046242-7046411 strand= - len=35.90.45,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
ENSE00001506571_011 chr18:7046242-7046411 strand= - len=35.90.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00001506571_014 chr18:7046242-7046411 strand= - len=35.90.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00001507078_SKP chr17:73485610-73485779 strand= + len=47.87.36,31.0,34.0,25.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
ENSE00001507234_000 chr12:124414169-124414338 strand= + len=42.96.32,3.0,0.0,0.0,6.0,27.0,11.0,39.0,11.0,49.0,72.0,86.0,25.0,94.0,19.0
ENSE00001507234_001 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,6.0,1.0,1.0,2.0
ENSE00001507234_002 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,6.0,3.0,7.0,2.0,11.0,0.0
ENSE00001507234_003 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
ENSE00001507234_004 chr12:124414169-124414338 strand= + len=42.96.32,6.0,18.0,45.0,55.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0
ENSE00001507234_005 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
ENSE00001507234_006 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,21.0,13.0,0.0,25.0,6.0,1.0,0.0,0.0,0.0,0.0
ENSE00001507234_008 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
ENSE00001507234_009 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ENSE00001507234_010 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,20.0,3.0,1.0,14.0,2.0,5.0,0.0,0.0,0.0,0.0
ENSE00001507234_011 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001507234_012 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,19.0,19.0,49.0,82.0,4.0,2.0,2.0,0.0,0.0,0.0
ENSE00001507234_013 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,41.0,21.0,44.0,39.0,2.0,3.0,0.0,0.0,3.0,0.0
ENSE00001507234_014 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,48.0,95.0,56.0,71.0,14.0,0.0,0.0,0.0,0.0,0.0
ENSE00001507234_015 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0
ENSE00001507234_017 chr12:124414169-124414338 strand= + len=42.96.32,1.0,9.0,4.0,0.0,11.0,0.0,11.0,0.0,10.0,8.0,20.0,8.0,11.0,1.0
ENSE00001507234_018 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0
ENSE00001507234_019 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0
ENSE00001507234_021 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,16.0,2.0,1.0,24.0,4.0
ENSE00001507234_022 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,5.0,9.0,4.0,11.0,0.0
ENSE00001507234_023 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,12.0,1.0,1.0,15.0,13.0
ENSE00001507234_024 chr12:124414169-124414338 strand= + len=42.96.32,0.0,0.0,0.0,0.0,2.0,2.0,12.0,14.0,16.0,2.0,10.0,5.0,0.0,1.0
ENSE00001507234_BRK chr12:124414169-124414338 strand= + len=42.96.32,20.0,75.0,27.0,30.0,0.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
ENSE00001518409_SKP chr14:69345128-69345297 strand= - len=47.66.57,179.0,229.0,201.0,296.0,45.0,27.0,21.0,7.0,37.0,27.0,4.0,0.0,17.0,1.0
ENSE00001534938_000 chr2:39181466-39181635 strand= + len=48.84.38,17.0,0.0,2.0,7.0,134.0,93.0,71.0,27.0,201.0,113.0,203.0,20.0,100.0,25.0
ENSE00001534938_BRK chr2:39181466-39181635 strand= + len=48.84.38,31.0,62.0,15.0,58.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
ENSE00001536955_000 chr3:41860877-41861046 strand= - len=38.84.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,10.0,11.0,2.0,5.0,3.0
ENSE00001538243_000 chr7:7421130-7421299 strand= - len=45.69.56,95.0,301.0,9.0,32.0,21.0,0.0,7.0,0.0,43.0,22.0,49.0,4.0,33.0,7.0
ENSE00001538243_BRK chr7:7421130-7421299 strand= - len=45.69.56,8.0,5.0,18.0,41.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSE00001539855_000 chr4:48512046-48512215 strand= - len=30.99.41,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,21.0,5.0,36.0,7.0,11.0,0.0
ENSE00001539855_BRK chr4:48512046-48512215 strand= - len=30.99.41,44.0,33.0,239.0,372.0,0.0,0.0,3.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0
ENSE00001543521_000 chr18:8635486-8635655 strand= + len=45.90.35,6.0,7.0,14.0,31.0,806.0,647.0,638.0,1242.0,38.0,90.0,10.0,0.0,3.0,1.0
ENSE00001543521_001 chr18:8635486-8635655 strand= + len=45.90.35,46.0,83.0,73.0,164.0,6.0,0.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0
ENSE00001543521_002 chr18:8635486-8635655 strand= + len=45.90.35,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
ENSE00001543521_003 chr18:8635486-8635655 strand= + len=45.90.35,1.0,0.0,0.0,0.0,22.0,7.0,7.0,0.0,6.0,11.0,1.0,0.0,0.0,0.0
ENSE00001543521_004 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,0.0,0.0,22.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
ENSE00001543521_005 chr18:8635486-8635655 strand= + len=45.90.35,17.0,41.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
ENSE00001543521_006 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,0.0,0.0,127.0,91.0,77.0,129.0,7.0,8.0,0.0,0.0,0.0,0.0
ENSE00001543521_007 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,3.0,2.0,1.0,2.0,0.0
ENSE00001543521_008 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0
ENSE00001543521_009 chr18:8635486-8635655 strand= + len=45.90.35,221.0,439.0,73.0,107.0,17.0,0.0,6.0,0.0,19.0,13.0,0.0,0.0,2.0,0.0
ENSE00001543521_010 chr18:8635486-8635655 strand= + len=45.90.35,5.0,0.0,1.0,0.0,157.0,129.0,116.0,235.0,9.0,23.0,0.0,0.0,0.0,0.0
ENSE00001543521_011 chr18:8635486-8635655 strand= + len=45.90.35,3.0,0.0,0.0,0.0,97.0,112.0,57.0,115.0,15.0,10.0,0.0,0.0,4.0,0.0
ENSE00001543521_012 chr18:8635486-8635655 strand= + len=45.90.35,3.0,0.0,6.0,0.0,171.0,173.0,195.0,272.0,15.0,19.0,1.0,0.0,1.0,0.0
ENSE00001543521_013 chr18:8635486-8635655 strand= + len=45.90.35,22.0,4.0,32.0,16.0,5.0,0.0,7.0,0.0,5.0,20.0,2.0,0.0,0.0,0.0
ENSE00001543521_014 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0
ENSE00001543521_015 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ENSE00001543521_016 chr18:8635486-8635655 strand= + len=45.90.35,3.0,1.0,1.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001543521_017 chr18:8635486-8635655 strand= + len=45.90.35,19.0,36.0,23.0,71.0,21.0,8.0,12.0,9.0,5.0,11.0,0.0,0.0,0.0,0.0
ENSE00001543521_018 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,3.0,0.0,62.0,69.0,52.0,81.0,9.0,0.0,0.0,0.0,0.0,0.0
ENSE00001543521_019 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,1.0,0.0,106.0,47.0,32.0,74.0,12.0,6.0,0.0,0.0,0.0,0.0
ENSE00001543521_020 chr18:8635486-8635655 strand= + len=45.90.35,2.0,0.0,0.0,0.0,265.0,237.0,177.0,251.0,18.0,13.0,2.0,0.0,0.0,0.0
ENSE00001543521_021 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,0.0,0.0,8.0,2.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0
ENSE00001543521_022 chr18:8635486-8635655 strand= + len=45.90.35,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSE00001543521_BRK chr18:8635486-8635655 strand= + len=45.90.35,48.0,51.0,36.0,61.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0
ENSE00001560969_000 chr19:43999370-43999539 strand= - len=38.84.48,10.0,2.0,3.0,1.0,432.0,464.0,335.0,519.0,65.0,50.0,14.0,0.0,6.0,0.0
ENSE00001560969_BRK chr19:43999370-43999539 strand= - len=38.84.48,29.0,47.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
ENSE00001577294_000 chr4:6043841-6044010 strand= - len=45.69.56,8.0,34.0,11.0,13.0,73.0,41.0,50.0,33.0,80.0,46.0,135.0,37.0,76.0,19.0
ENSE00001577294_BRK chr4:6043841-6044010 strand= - len=45.69.56,2.0,2.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSE00001580926_000 chr2:153378409-153378578 strand= + len=48.84.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ENSE00001582317_000 chr17:58979933-58980102 strand= + len=48.84.38,16.0,0.0,20.0,5.0,64.0,7.0,65.0,1.0,262.0,171.0,388.0,83.0,219.0,42.0
ENSE00001582317_001 chr17:58979933-58980102 strand= + len=48.84.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.0,1.0,12.0,4.0
ENSE00001582317_002 chr17:58979933-58980102 strand= + len=48.84.38,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,19.0,30.0,2.0,35.0,5.0
ENSE00001582317_003 chr17:58979933-58980102 strand= + len=48.84.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0
ENSE00001582317_004 chr17:58979933-58980102 strand= + len=48.84.38,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,5.0,3.0,11.0,0.0,10.0,0.0
ENSE00001582317_005 chr17:58979933-58980102 strand= + len=48.84.38,0.0,0.0,0.0,0.0,16.0,8.0,8.0,0.0,9.0,14.0,29.0,6.0,24.0,3.0
ENSE00001582317_006 chr17:58979933-58980102 strand= + len=48.84.38,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,22.0,6.0,37.0,5.0,8.0,2.0
